,T24,BEN,BHY,SNB75,SF295,EHEB,HT,MC116,SF126,CMK,RL,NB4,JM1,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
ARRB1,3.95,13.36,5.53,5.78,3.0,15.72,0.04,0.03,6.58,121.69,0.04,47.43,0.08,12.77,22.64,23.36,10.57,8.25,6.6,7.45,27.87,13.06,23.38,26.02,4.67
ARRB2,39.08,46.09,19.02,19.31,19.53,39.04,19.44,33.19,12.02,93.74,19.59,136.66,37.91,40.24,28.73,37.83,15.35,76.2,28.24,9.57,16.08,21.76,42.38,23.8,39.12
ARRDC1,45.18,66.77,137.59,20.84,17.36,29.32,24.87,20.46,20.61,32.21,28.93,67.31,18.71,63.48,44.77,57.7,153.75,58.81,21.09,91.47,133.21,88.98,111.28,153.03,53.17
ARRDC2,7.23,13.22,19.52,9.33,15.19,6.91,21.16,8.27,7.22,17.5,13.48,17.17,23.59,17.25,12.06,8.42,8.22,6.34,8.35,10.35,11.91,10.47,8.84,12.34,8.6
ARRDC3,10.42,7.44,13.67,35.8,22.81,14.66,1.48,9.53,17.02,1.6,6.69,1.69,15.87,11.77,8.26,11.45,28.25,31.36,4.37,7.7,4.83,15.63,7.43,6.74,8.1
ARRDC4,4.5,16.25,9.28,23.55,17.31,0.03,0.06,0.27,6.18,14.22,3.37,3.7,0.02,40.93,4.83,11.01,17.02,2.89,1.21,12.78,13.22,6.11,22.52,23.57,2.12
ARRDC5,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
ARSA,17.74,26.94,55.16,34.16,7.32,33.89,11.69,11.18,16.27,8.63,8.82,4.04,3.22,13.79,5.05,4.27,6.81,10.82,17.7,8.09,3.56,10.9,4.98,8.04,11.73
ARSB,6.15,2.26,1.77,13.94,9.54,2.59,4.65,4.21,12.56,3.16,1.56,11.71,3.65,3.69,2.72,3.36,0.45,2.63,11.25,2.44,1.77,4.94,0.49,0.51,1.28
ARSD,4.76,11.31,11.51,18.61,12.63,2.61,0.0,0.02,10.09,7.65,0.02,2.02,0.02,2.42,0.44,20.82,11.42,2.45,4.62,7.98,6.68,21.94,27.08,41.13,8.28
ARSE,0.11,11.77,0.1,17.9,4.14,0.02,0.0,0.0,3.52,0.04,0.0,0.01,0.01,0.08,1.32,26.39,2.5,0.0,1.96,0.06,17.65,0.07,28.53,67.06,11.02
ARSF,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ARSG,1.6,1.18,0.93,1.01,0.9,4.45,3.74,4.92,1.95,1.6,7.94,3.61,2.44,11.73,9.89,0.21,4.56,1.79,10.94,5.43,0.15,5.92,1.75,0.4,0.08
ARSH,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.32,0.25
ARSI,2.14,0.03,43.54,9.71,0.05,0.08,0.0,0.02,0.59,0.02,0.01,0.01,0.0,0.09,0.12,0.17,0.1,0.02,1.42,0.08,0.39,1.46,0.02,0.03,0.02
ARSJ,36.02,6.62,10.6,33.89,31.39,0.03,0.03,0.03,20.56,0.04,0.01,0.05,0.02,1.38,1.07,1.25,3.47,6.5,6.4,0.43,3.25,0.5,0.39,3.05,6.24
ARSK,7.21,1.9,8.45,15.01,15.14,2.71,4.89,4.34,7.65,4.38,4.26,4.1,4.63,4.22,5.09,5.92,1.25,2.68,6.63,1.89,2.06,8.2,3.07,1.91,5.53
ART1,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
ART3,0.0,0.02,0.32,0.16,0.04,0.01,0.0,0.0,0.0,0.09,0.01,2.35,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.0,2.06,0.25,0.04,0.24,0.14
ART4,0.0,0.16,0.01,0.0,0.0,0.01,0.01,0.0,0.03,1.07,0.0,0.03,0.01,0.0,0.02,0.0,0.01,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.01
ART5,0.0,0.09,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.0,0.03,0.23,0.13,0.0,1.62,0.01,1.9,0.0
ARTN,0.68,2.25,67.7,2.04,0.82,0.01,0.2,0.3,0.63,0.3,0.13,0.37,0.62,0.29,9.56,0.73,2.29,0.13,0.44,2.95,0.55,2.05,2.41,0.76,0.18
ARV1,13.22,11.57,24.67,29.55,23.75,13.11,13.19,14.55,14.14,58.65,21.37,11.62,31.65,7.58,17.0,31.55,7.33,11.21,15.31,18.41,13.77,21.14,23.46,28.02,7.99
ARVCF,18.43,14.18,46.96,3.97,1.66,0.42,2.11,0.21,3.66,0.93,1.41,4.29,2.14,11.86,5.98,8.93,7.9,15.24,11.98,8.03,3.78,14.76,2.04,12.42,5.32
ARX,0.01,5.81,0.06,0.05,0.12,0.01,0.33,0.0,0.02,0.02,0.01,0.01,0.04,0.0,0.01,0.51,0.06,0.0,0.0,0.04,0.01,0.11,0.02,0.04,0.0
AS3MT,0.0,0.25,5.97,6.89,0.0,0.0,0.11,0.04,0.0,0.41,0.03,0.08,3.74,0.52,2.98,0.0,0.07,0.0,4.49,0.04,0.17,3.27,0.34,0.99,0.38
ASAH1,31.22,53.9,92.93,139.54,63.02,113.51,58.97,34.31,43.62,420.17,53.12,38.42,22.29,96.89,54.15,39.17,14.24,40.52,69.59,26.1,53.55,66.11,69.17,76.6,64.8
ASAH2,0.95,1.7,1.34,1.11,0.84,1.03,2.15,0.15,2.06,0.71,0.2,0.02,0.11,1.14,1.6,0.23,1.01,1.11,0.17,1.48,1.05,1.0,0.68,0.63,1.47
ASAH2B,2.95,7.54,5.88,3.92,7.43,11.44,3.21,1.33,6.64,2.02,3.97,0.05,0.84,5.85,18.73,8.51,4.53,15.54,3.29,8.86,8.44,6.54,5.3,3.47,10.48
ASAH2C,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
ASAP1,61.94,22.37,32.18,52.04,31.9,8.11,8.19,12.71,54.57,14.39,6.33,10.74,13.13,12.66,6.37,12.66,6.76,14.64,33.56,62.47,13.47,25.9,3.93,5.45,7.12
ASAP2,27.93,6.49,27.89,16.08,11.44,0.14,0.04,0.08,28.12,0.17,0.03,4.34,6.53,14.52,11.91,6.1,10.66,8.78,9.62,18.03,15.37,39.25,8.83,22.76,12.13
ASAP3,4.0,4.04,11.92,32.19,8.97,0.14,25.64,5.55,23.1,0.37,3.55,0.06,2.18,2.85,0.21,0.83,0.7,3.52,2.93,0.22,0.67,17.96,0.18,5.22,4.76
ASB1,41.45,17.81,27.59,16.27,20.26,16.79,29.57,13.37,46.91,18.3,18.4,20.87,19.35,17.24,17.57,10.38,9.1,32.36,46.08,21.87,17.11,17.89,9.79,7.85,24.98
ASB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ASB11,0.0,0.05,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.02
ASB12,0.0,0.01,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.47,0.2,0.7,0.03,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.13,0.0,0.0
ASB13,6.1,9.81,11.72,4.43,5.53,0.24,0.06,45.99,4.7,8.01,40.32,11.88,3.41,25.88,20.11,13.95,9.99,5.99,11.69,19.34,19.25,19.75,18.37,17.19,12.06
ASB14,0.42,0.19,0.67,0.17,0.22,0.27,0.97,0.5,0.1,0.2,0.3,0.32,0.63,1.45,0.43,0.42,0.35,0.61,0.06,0.23,0.19,0.35,0.07,0.23,0.41
ASB15,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
ASB16,1.19,2.8,1.95,1.14,1.82,2.06,2.18,1.16,0.5,1.02,1.09,1.21,2.97,1.37,1.18,0.38,1.07,1.51,0.36,1.92,1.97,2.35,0.34,0.79,1.25
ASB17,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASB18,0.05,0.01,0.08,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.03,0.09,0.13,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.06,0.07,0.05
ASB2,0.06,0.01,4.2,3.18,0.0,2.15,18.37,16.57,0.06,0.78,105.84,1.22,0.01,0.08,0.31,0.99,0.15,0.01,6.73,1.11,0.04,0.53,0.04,0.0,0.01
ASB3,0.0,0.0,0.12,0.0,0.08,0.04,0.93,0.0,0.12,0.09,0.0,0.09,0.91,0.0,0.1,0.0,0.0,0.0,0.06,0.43,0.4,0.0,0.07,0.0,0.2
ASB4,0.01,0.72,0.24,0.0,0.0,0.04,0.0,0.02,0.0,0.01,0.0,0.0,0.02,2.68,6.12,4.85,0.01,0.0,0.01,0.06,0.03,0.5,11.12,0.03,0.39
ASB5,0.04,0.05,0.03,8.25,0.11,0.01,0.06,0.02,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.03,0.0,0.0,0.01,0.0,0.01
ASB6,25.05,10.79,18.66,20.31,18.43,9.05,19.41,10.22,18.54,14.03,17.53,10.36,11.56,25.82,11.93,11.19,17.88,48.85,18.27,24.93,16.08,18.81,10.18,12.7,10.48
ASB7,11.05,11.37,7.49,5.71,6.62,7.69,8.24,4.66,7.35,8.44,7.73,5.85,6.18,6.5,4.09,3.25,4.87,4.74,5.41,6.95,5.79,8.37,5.58,6.64,4.8
ASB8,19.36,18.67,7.86,12.76,15.35,19.46,20.51,17.83,15.97,21.11,16.14,16.54,39.42,4.93,17.54,14.91,5.1,13.33,14.4,12.99,14.72,11.34,10.97,15.04,10.54
ASB9,0.22,1.77,4.57,6.25,6.86,0.54,0.01,0.0,2.16,7.93,0.05,0.04,0.03,0.2,5.32,1.3,2.47,0.07,0.37,1.83,26.98,1.26,5.81,18.58,8.66
ASCC1,25.43,7.38,34.29,23.86,12.69,34.49,34.8,16.27,35.66,25.84,27.34,29.83,17.57,46.78,31.09,13.63,13.4,11.38,15.77,13.6,13.59,43.82,11.84,11.38,31.2
ASCC2,51.99,50.93,53.33,65.14,57.07,42.0,46.94,32.83,47.85,60.97,40.7,40.2,37.77,28.75,32.27,20.45,17.6,22.99,49.36,48.78,26.55,23.71,17.28,21.44,22.06
ASCC3,18.87,7.84,17.51,21.0,22.1,21.51,15.4,13.59,20.98,15.64,16.64,14.71,14.79,29.28,10.57,11.75,7.75,14.39,16.32,6.18,14.14,9.35,14.49,13.84,11.08
ASCL1,0.02,910.07,0.32,0.01,0.01,0.46,0.0,0.0,0.05,0.19,0.0,0.01,0.04,0.22,0.01,0.22,0.07,0.0,0.0,0.08,0.01,0.2,0.0,0.04,0.04
ASCL2,0.04,0.98,0.12,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.0,1.67,0.02,4.85,45.7,68.81,9.39,0.0,0.0,87.52,17.37,0.97,48.23,6.68,4.78
ASCL3,0.19,0.03,0.06,0.14,0.09,0.08,0.04,0.0,0.05,0.08,0.0,0.04,0.03,0.0,0.52,0.0,0.07,0.21,0.0,0.06,0.0,0.0,0.0,0.06,0.12
ASCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCL5,0.06,1.08,0.35,0.2,0.02,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.01,0.44,0.61,1.1,0.76,0.22,0.04,0.3,0.46,0.47,0.33,2.45,0.09
